molecule_chembl_id,activity_value_nm,standard_type,canonical_smiles,molecule_pref_name,standard_units,pchembl_value,log_activity,activity_class,activity_category,compound_name
CHEMBL5076067,2.0,IC50,C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3nc(Nc4ccccc4OC)ncc3Cl)[nH]c12,,nM,9.1,0.3010299956639812,1,Very Active,
CHEMBL5076283,5.1,IC50,C=CC(=O)Nc1cccc(-n2c(=O)c(-c3ccccc3)nc3cnc(Nc4ccc(OCCOC)cc4)nc32)c1,,nM,8.29,0.7075701760979364,1,Very Active,
CHEMBL5076881,503.385,IC50,C=CC(=O)Nc1cc(Nc2nccc(Nc3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C(=O)C#CC,,nM,6.02,2.7019002701827715,1,Moderately Active,
CHEMBL5076986,19.45,IC50,CN1CCN(C2CCN(c3ccc(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3Cl)CC2)CC1,,nM,7.42,1.2889196056617265,1,Active,
CHEMBL507714,57.0,IC50,COc1cc(N2CCC(N3CCN(S(C)(=O)=O)CC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,,nM,7.24,1.7558748556724915,1,Active,
CHEMBL5077378,1.3,IC50,COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(-c2cn[nH]c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,,nM,8.89,0.11394335230683679,1,Very Active,
CHEMBL5077665,279.2,IC50,C=CC(=O)Nc1cccc(-n2c(=O)c(CC)nc3cnc(Nc4ccc(OCCOC)cc4)nc32)c1,,nM,6.55,2.4459154139511234,1,Moderately Active,
CHEMBL5077776,20.45,IC50,C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(Nc4ccccc4OC)n3)[nH]c12,,nM,9.05,1.3106933123433606,1,Active,
CHEMBL5077866,84.95,IC50,CN1CCN(C2CCN(c3ccc(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3OC(F)(F)F)CC2)CC1,,nM,6.8,1.9291633832050645,1,Active,
CHEMBL5077901,379.0,IC50,C=CC(=O)Nc1cccc(-n2c(=O)c(C(C)C)nc3cnc(Nc4ccc(OCCOC)cc4)nc32)c1,,nM,6.42,2.578639209968072,1,Moderately Active,
CHEMBL507821,80.0,IC50,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3s2)C1)N1CCOCC1,,nM,7.1,1.9030899869919435,1,Active,
CHEMBL507827,1.738,IC50,O=C(/C=C/C(F)(F)F)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,nM,8.76,0.24004977211264766,1,Very Active,
CHEMBL5078413,2.4,IC50,CCP(=O)(CC)c1ccccc1Nc1nc(Nc2cc(-c3cnn(C)c3)c(N3CCOCC3)cc2OC)ncc1Cl,,nM,8.62,0.38021124171160603,1,Very Active,
CHEMBL5078816,110.89999999999999,IC50,CN1CCN(C2CCN(c3ccc(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3C(F)F)CC2)CC1,,nM,6.7,2.04493154614916,1,Moderately Active,
CHEMBL5079081,96.3,IC50,C=C(Cl)C(=O)Nc1cc(Nc2ncc(Cl)c(N3CCc4sccc4C3)n2)c(OC)cc1N(C)CCN(C)C,,nM,7.02,1.9836262871245345,1,Active,
CHEMBL5079358,2740.0,Kd,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(=O)NC(Cc1ccc(OCc2cn(CCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)nn2)cc1)C(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,,nM,5.56,3.437750562820388,0,Weakly Active,
CHEMBL5079430,5.050000000000001,IC50,C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(Nc4ccccc4OC(C)C)n3)[nH]c12,,nM,8.89,0.7032913781186615,1,Very Active,
CHEMBL5079998,7.36,IC50,CC(OC(=O)CCCC(=O)N(CCS(C)(=O)=O)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1cc2c(o1)C(=O)c1ccccc1C2=O,,nM,8.13,0.8668778143374989,1,Very Active,
CHEMBL5080260,33.8,IC50,C=CC(=O)Nc1cccc(-n2c(=O)c(C3CCCCC3)nc3cnc(Nc4cccc(OCC(C)=O)c4)nc32)c1,,nM,7.47,1.5289167002776547,1,Active,
CHEMBL5080676,11.61,IC50,C=CC(=O)Nc1cc(Nc2nccc(Nc3cn(C)nc3C)n2)c(OC)cc1N(C)CCN(C)C,,nM,7.93,1.0648322197385738,1,Active,
CHEMBL5081174,33.300000000000004,IC50,CN1CCN(C2CCN(c3cc(Cl)c(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3Cl)CC2)CC1,,nM,7.18,1.52244423350632,1,Active,
CHEMBL5081299,5.6,IC50,COc1cc(N2CCOCC2)c(-c2cn[nH]c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,,nM,8.25,0.7481880270062004,1,Very Active,
CHEMBL5081433,83.2,IC50,C=CC(=O)Nc1cccc(-n2c(=O)c(C3CCCCC3)nc3cnc(Nc4cccc(OCC(N)=O)c4)nc32)c1,,nM,7.08,1.920123326290724,1,Active,
CHEMBL5081817,166.65,IC50,CN1CCN(C2CCN(c3c(Cl)cc(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3Cl)CC2)CC1,,nM,6.52,2.221805317996549,1,Moderately Active,
CHEMBL5082074,142.8,IC50,C=CC(=O)Nc1cc(Nc2nccc(Nc3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)Cc1ccc(Br)cc1,,nM,6.84,2.1547282074401557,1,Moderately Active,
CHEMBL5082149,9065.0,Kd,COc1cc(CC(=O)N2CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(CC(N)=O)C(=O)CCSCc3ccc(cc3)C(=O)N[C@@H](CCCCN)CN(C(=O)CCC3CCCCC3)CC(=O)N[C@@H](Cc3ccccc3)CN(C(=O)CCc3ccccc3)CC(=O)N[C@@H](Cc3ccccc3)C2)cc(OC)c1,,nM,6.37,3.9573678084315276,0,Weakly Active,
CHEMBL5082394,170.0,IC50,CCC(=O)Nc1cc(Nc2ncc(Cl)c(N3CCc4sccc4C3)n2)c(OC)cc1N(C)CCN(C)C,,nM,6.77,2.230448921378274,1,Moderately Active,
CHEMBL5082422,499.0,IC50,CC#CC(=O)Nc1cccc(-c2nccc(-c3cc4c([nH]3)C3(CCNCC3)CNC4=O)n2)c1,,nM,6.3,2.6981005456233897,1,Moderately Active,
CHEMBL5083034,46.36,IC50,C=CC(=O)Nc1cc(Nc2nccc(Nc3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)CC(=O)OC,,nM,7.33,1.6661434272915583,1,Active,
CHEMBL5083645,9.1,IC50,C=CC(=O)Nc1cccc(-n2c(=O)c(Oc3ccccc3)nc3cnc(Nc4ccc(OC)cc4)nc32)c1,,nM,8.04,0.9590413923210935,1,Very Active,
CHEMBL5083976,32.0,IC50,C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(-c4cccc(OC)c4)n3)[nH]c12,,nM,8.02,1.505149978319906,1,Active,
CHEMBL5084760,31.5,IC50,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC(N2CCN(C)CC2)CC1,,nM,7.21,1.4983105537896004,1,Active,
CHEMBL508481,1.585,IC50,C=C(C)C(=O)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,nM,8.8,0.2000292665537703,1,Very Active,
CHEMBL5084983,212.7,IC50,C=CC(=O)Nc1cc(Nc2nccc(Nc3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C(=O)OC,,nM,6.67,2.3277674899027287,1,Moderately Active,
CHEMBL5085118,6.7,IC50,C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3nc(Nc4ccccc4OC)ncc3C)[nH]c12,,nM,8.92,0.8260748027008264,1,Very Active,
CHEMBL5085136,24.75,IC50,C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(-c4ccc5c(c4)OCO5)n3)[nH]c12,,nM,8.19,1.3935752032695876,1,Active,
CHEMBL5085143,6.4,IC50,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(N3CCc4sccc4C3)n2)c(OC)cc1N(C)CCN(C)C,,nM,8.19,0.8061799739838872,1,Very Active,
CHEMBL5085807,117.6,IC50,C=CC(=O)Nc1cccc(-n2c(=O)c(C3CCCCC3)nc3cnc(Nc4cccc(OCCOC)c4)nc32)c1,,nM,6.93,2.0704073217401198,1,Moderately Active,
CHEMBL5085816,63.98,IC50,C=CC(=O)Nc1cc(Nc2nccc(Nc3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)CC(=C)C,,nM,7.19,1.8060442357480881,1,Active,
CHEMBL5086054,462.9,IC50,C=CC(=O)Nc1cccc(-n2c(=O)c(C3CC3)nc3cnc(Nc4ccc(OCCOC)cc4)nc32)c1,,nM,6.33,2.6654871807828107,1,Moderately Active,
CHEMBL5086066,1.7,IC50,COc1cc(N2CCC(N(C)C)CC2)c(-c2cnn(C)c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,,nM,8.77,0.2304489213782739,1,Very Active,
CHEMBL5086894,26.8,IC50,COc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC(N2CCN(C)CC2)CC1,,nM,7.29,1.4281347940287887,1,Active,
CHEMBL5087139,156.52,IC50,C=CC(=O)Nc1cc(Nc2nccc(Nc3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C(=O)c1ccc(Br)cc1,,nM,6.52,2.1945698392286426,1,Moderately Active,
CHEMBL5087214,130.3,IC50,C=CC(=O)Nc1cccc(-n2c(=O)c(Cc3ccccc3)nc3cnc(Nc4ccc(OC)cc4)nc32)c1,,nM,6.88,2.1149444157125847,1,Moderately Active,
CHEMBL5087264,18.2,IC50,COc1cc(N2CCOCC2)c(-c2cnn(C)c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,,nM,8.36,1.2600713879850747,1,Active,
CHEMBL508760,120.0,IC50,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cscn5)c(Cl)c4)c3s2)C1)N1CCOCC1,,nM,6.92,2.0791812460476247,1,Moderately Active,
CHEMBL5087610,3.3,IC50,COc1cc(N2CCN(C)CC2)c(-c2cnn(C)c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,,nM,8.48,0.5185139398778874,1,Very Active,
CHEMBL5087785,335.5,IC50,C=CC(=O)Nc1cccc(-n2c(=O)c(C)nc3cnc(Nc4ccc(OCCOC)cc4)nc32)c1,,nM,6.47,2.525692524505011,1,Moderately Active,
CHEMBL5087793,136.9,IC50,C=CC(=O)Nc1cccc(-n2c(=O)c(C3CCCC3)nc3cnc(Nc4ccc(OCCOC)cc4)nc32)c1,,nM,6.86,2.13640344813399,1,Moderately Active,
CHEMBL5087815,0.92,IC50,COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(-c2cnn(C)c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,,nM,9.04,-0.036212172654444715,1,Very Active,
CHEMBL5087931,169.85000000000002,IC50,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)cnc1N1CCC(N2CCN(C)CC2)CC1,,nM,6.47,2.2300655512060468,1,Moderately Active,
CHEMBL5087955,2800.0,IC50,COc1cc2nc(C)nc(N[C@H](C)c3ccccc3)c2cc1OC,,nM,5.55,3.4471580313422194,0,Weakly Active,
CHEMBL5087994,625.4,IC50,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccn(C)n3)n2)c(OC)cc1N(C)CCN(C)CC(=C)C,,nM,6.2,2.796157876906914,1,Moderately Active,
CHEMBL5088102,5.3,IC50,COc1ccccc1Nc1nccc(-c2cc3c([nH]2)C2(CCN(C(=O)C#CN(C)C)CC2)CNC3=O)n1,,nM,8.55,0.724275869600789,1,Very Active,
CHEMBL5088423,270.8,IC50,CN1CCN(C2CCN(c3ccc(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3C(F)(F)F)CC2)CC1,,nM,6.27,2.4326486600131068,1,Moderately Active,
CHEMBL5088574,341.6,IC50,C=CC(=O)Nc1cccc(-n2c(=O)c(C3CCCCC3)nc3cnc(Nc4cccc(N5CCN(C)CC5)c4)nc32)c1,,nM,6.47,2.5335178620169674,1,Moderately Active,
CHEMBL5088907,12.59,IC50,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccn(C)n3)n2)c(OC)cc1N(C)CCN(C)C,,nM,7.9,1.1000257301078626,1,Active,
CHEMBL5089073,114.5,IC50,C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(Nc4ccccc4OC)c3)[nH]c12,,nM,7.43,2.0588054866759067,1,Moderately Active,
CHEMBL5089161,11.23,IC50,C=CC(=O)Nc1cc(Nc2nccc(Nc3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)Cc1ccccc1,,nM,7.95,1.0503797562614579,1,Active,
CHEMBL508928,1000.0,Ki,Cc1cccc(NC(=O)Nc2ccc(-c3cnc4c(-c5cnn(C)c5)cnn4c3N)cc2)c1,,nM,6.0,3.0,1,Moderately Active,
CHEMBL5089336,380.055,IC50,C=CC(=O)Nc1cc(Nc2nccc(Nc3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C(=O)C=C,,nM,6.14,2.5798464504801393,1,Moderately Active,
CHEMBL5089912,106.2,IC50,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccn(C)n3)n2)c(OC)cc1N(C)CCN(C)CC(=O)OC,,nM,6.97,2.0261245167454502,1,Moderately Active,
CHEMBL5090133,7513.0,IC50,C=CCCN(C)CCN(C)c1cc(OC)c(Nc2nccc(Nc3ccn(C)n3)n2)cc1NC(=O)C=C,,nM,5.12,3.8758133888397577,0,Weakly Active,
CHEMBL509032,81.0,Kd,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,TAE-684,nM,6.75,1.9084850188786497,1,Active,TAE-684
CHEMBL5091683,58.199999999999996,IC50,CN1CCN(C2CCN(c3ccc(Nc4ncc(Br)c(Nc5ccccc5P(C)(C)=O)n4)cc3Cl)CC2)CC1,,nM,6.95,1.7649229846498884,1,Active,
CHEMBL5091890,5470.0,Kd,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCC(=O)NC(COCc1cn(CCCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)nn1)C(=O)NCCCCCC(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,,nM,5.26,3.737987326333431,0,Weakly Active,
CHEMBL5092606,7137.0,IC50,CN(C)C(=O)c1ccc(Nc2ncc(C(F)(F)F)c(N[C@H]3CC[C@@H](N)CC3)n2)cc1,,nM,5.15,3.853515696756929,0,Weakly Active,
CHEMBL5093402,13.11,IC50,C=CCCN(C)CCN(C)c1cc(OC)c(Nc2nccc(Nc3cn(C)c4ccccc34)n2)cc1NC(=O)C=C,,nM,7.88,1.1176026916900843,1,Active,
CHEMBL5093625,39.62,IC50,C=CCC(=O)N(C)CCN(C)c1cc(OC)c(Nc2nccc(Nc3cn(C)c4ccccc34)n2)cc1NC(=O)C=C,,nM,7.4,1.5979144712025282,1,Active,
CHEMBL5093794,501.5,IC50,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccn(C)n3)n2)c(OC)cc1N(C)CCN(C)C(=O)OC,,nM,6.54,2.700270937356437,1,Moderately Active,
CHEMBL5094237,464.87,IC50,C=CC(=O)Nc1cc(Nc2nccc(Nc3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C(=O)/C=C/C,,nM,6.04,2.667331520253101,1,Moderately Active,
CHEMBL5094282,10.52,IC50,CS(=O)(=O)CCN(Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)C(=O)CCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,,nM,7.98,1.0220157398177203,1,Active,
CHEMBL5094288,8.04,IC50,C#CCN1CCN(c2ccc(Nc3ncc4c(C)cc(=O)n(-c5cccc(NC(=O)C=C)c5)c4n3)c(OC)c2)CC1,,nM,8.1,0.9052560487484512,1,Very Active,
CHEMBL5094406,18.7,IC50,C=CC(=O)Nc1cc(Nc2nccc(Nc3cnn(CC)c3)n2)c(OC)cc1N(C)CCN(C)C,,nM,7.73,1.271841606536499,1,Active,
CHEMBL5094480,0.9,IC50,COc1cc(N2CCC(N(C)C)CC2)c(-c2cn[nH]c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,,nM,9.05,-0.045757490560675115,1,Very Active,
CHEMBL5095068,35.0,IC50,COc1cc(N2CCC3(CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,IRUPLINALKIB,nM,7.46,1.5440680443502757,1,Active,IRUPLINALKIB
CHEMBL5095169,7.4,IC50,CO[C@@H]1CCN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)C[C@@H]1F,BLU-945,nM,9.4,0.8692317197309762,1,Very Active,BLU-945
CHEMBL509914,9.12,IC50,O=C(/C=C/c1ccccc1)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,nM,8.04,0.9599948383284161,1,Very Active,
CHEMBL510155,44.67,IC50,C=CC(=O)Nc1ccc2ncnc(Cc3ccc(CN(C)C)c(Br)c3)c2c1,,nM,7.35,1.6500159524718385,1,Active,
CHEMBL51028,880.0,IC50,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)NC4CCCCC4)nc3n2)CC1,,nM,6.06,2.9444826721501687,1,Moderately Active,
CHEMBL510357,26.92,IC50,C=CC(=O)Nc1ccc2ncnc(Cc3ccc(OCCN(C)C)c(Br)c3)c2c1,,nM,7.57,1.4300750555519393,1,Active,
CHEMBL510396,0.3715,IC50,O=C(O)/C=C/C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,nM,9.43,-0.4300411819034059,1,Very Active,
CHEMBL510597,2.692,IC50,C=CC(=O)C(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,nM,8.57,0.43007505555193926,1,Very Active,
CHEMBL510730,2000.0,IC50,O=C1NCCc2cc(Br)c(O)c(c2)Oc2c(Br)cc(cc2Br)CCNC(=O)/C(=N/O)Cc2cc(Br)c(O)c(c2)Oc2c(Br)cc(cc2Br)C/C1=N\O,BASTADIN 6,nM,5.7,3.3010299956639813,0,Weakly Active,BASTADIN 6
CHEMBL510845,30.0,IC50,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c3s2)C1)N1CCOCC1,,nM,7.52,1.4771212547196624,1,Active,
CHEMBL511449,17900.0,IC50,NS(=O)(=O)c1ccc(Nc2nc3ncnc(Nc4ccc(N5CCOCC5)cc4)c3s2)cc1,,nM,4.75,4.252853030979893,0,Inactive,
CHEMBL511478,458.0,IC50,NNC(=O)c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,,nM,6.34,2.660865478003869,1,Moderately Active,
CHEMBL511623,918.0,IC50,Fc1ccc(Nc2ncnc3nc(NCCN4CCOCC4)sc23)cc1Cl,,nM,6.04,2.9628426812012423,1,Moderately Active,
CHEMBL511637,12.0,IC50,Fc1ccc(Nc2ncnc3nc(Nc4ccc(CN5CCOCC5)cc4)sc23)cc1Cl,,nM,7.92,1.0791812460476249,1,Active,
CHEMBL511839,82.0,IC50,NS(=O)(=O)c1ccc(Nc2nc3ncnc(Nc4ccccc4)c3s2)cc1,,nM,7.09,1.9138138523837167,1,Active,
CHEMBL511874,0.6761,IC50,C/C=C/C(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,,nM,9.17,-0.16998906406388212,1,Very Active,
CHEMBL511990,11.0,IC50,OC[C@@H]1CCCN1Cc1ccc(Nc2nc3ncnc(Nc4ccc(F)c(Cl)c4)c3s2)cc1,,nM,7.96,1.0413926851582251,1,Active,
CHEMBL512076,32.0,IC50,CCNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,GSK-192082A,nM,7.5,1.505149978319906,1,Active,GSK-192082A
CHEMBL51228,2.3,IC50,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)nc23)c1,,nM,8.64,0.36172783601759284,1,Very Active,
CHEMBL512391,41.0,IC50,Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)O,,nM,7.39,1.6127838567197355,1,Active,
CHEMBL51265,51.144999999999996,IC50,Brc1cccc(Nc2ncnc3cnccc23)c1,,nM,7.29,1.7088031829445816,1,Active,
CHEMBL51320,2030.0,IC50,c1ccc(CNc2ncnc3cnccc23)cc1,,nM,5.69,3.307496037913213,0,Weakly Active,
CHEMBL513208,12.0,IC50,CN(C)Cc1ccc(Nc2nc3ncnc(Nc4ccc(F)c(Cl)c4)c3s2)cc1,,nM,7.92,1.0791812460476249,1,Active,
CHEMBL513362,14.0,IC50,Cc1cccc(Nc2ncnc3nc(Nc4ccc(S(N)(=O)=O)cc4)sc23)c1,,nM,7.85,1.146128035678238,1,Active,
CHEMBL513418,7.0,IC50,NS(=O)(=O)c1ccc(Nc2nc3ncnc(Nc4cccc(Cl)c4)c3s2)cc1,,nM,8.15,0.8450980400142568,1,Very Active,
CHEMBL513716,187.0,IC50,NS(=O)(=O)c1ccc(Nc2nc3ncnc(Nc4c(F)cccc4F)c3s2)cc1,,nM,6.73,2.271841606536499,1,Moderately Active,
CHEMBL513909,1600.0,Kd,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,BI-2536,nM,5.66,3.2041199826559246,0,Weakly Active,BI-2536
CHEMBL514016,800.0,IC50,Clc1ccc2c(Nc3ccc(-c4nc5ccccc5s4)c(Cl)c3)ncnc2c1,,nM,6.1,2.9030899869919438,1,Moderately Active,
CHEMBL514436,26.96,IC50,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,,nM,7.57,1.4307198878632823,1,Active,
CHEMBL514499,251.19,Ki,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,GW843682X,nM,6.6,2.400002345927956,1,Moderately Active,GW843682X
CHEMBL514566,9.0,IC50,Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/N1CCN(CCO)CC1,,nM,8.05,0.9542425094393249,1,Very Active,
CHEMBL514771,10590.0,IC50,COc1cc2nccc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N1CCOCC1,,nM,4.97,4.024895960107485,0,Inactive,
CHEMBL51485,980.0,IC50,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)NCc4ccccc4)nc3n2)CC1,,nM,6.01,2.9912260756924947,1,Moderately Active,
CHEMBL514938,15.0,IC50,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccco5)cc34)cc2Cl)c1,GSK-969786A,nM,7.82,1.1760912590556813,1,Active,GSK-969786A
CHEMBL514942,240.0,IC50,COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)cc3C)c2cc1OC,,nM,6.62,2.380211241711606,1,Moderately Active,
CHEMBL515082,7.943,IC50,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)cs1,,nM,8.1,0.899984562549391,1,Very Active,
CHEMBL515401,209.0,IC50,COc1cc2ncnc(-c3c[nH]c4cc(F)c(Cl)cc34)c2cc1OC,,nM,6.68,2.3201462861110542,1,Moderately Active,
CHEMBL515598,7800.0,IC50,c1ccc2sc(-c3ccc(Nc4ncnc5[nH]cnc45)cc3)nc2c1,,nM,5.11,3.8920946026904804,0,Weakly Active,
CHEMBL515664,31.0,IC50,COC[C@H]1CCCN1/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,,nM,7.51,1.4913616938342726,1,Active,
CHEMBL516022,0.4786,IC50,C=CC(=O)NC1=NC=C2N=CN=C(Nc3cccc(C)c3)C21,,nM,9.32,-0.3200273057225814,1,Very Active,
CHEMBL516047,8.7,IC50,CSc1ccc(N(C)c2nc(C)nc3ccccc23)cc1,,nM,8.06,0.9395192526186185,1,Very Active,
CHEMBL516365,1.698,IC50,C=CC(=O)Nc1cc2c(Cc3cccc(Br)c3)ncnc2cc1OCCCN1CCC(C)CC1,,nM,8.77,0.22993768590793387,1,Very Active,
CHEMBL516373,0.7762,IC50,C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(F)c(Cl)c3)C21,,nM,9.11,-0.11002636159600389,1,Very Active,
CHEMBL516375,34.67,IC50,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1,,nM,7.46,1.5399538416563967,1,Active,
CHEMBL516487,54.0,IC50,COC(=O)c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,,nM,7.27,1.7323937598229686,1,Active,
CHEMBL51659,2.155,IC50,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,nM,9.04,0.3334472744967504,1,Very Active,
CHEMBL5169328,351.9,IC50,C=CCn1ccc2cc(Nc3ncnc4ccc(N)cc34)ccc21,,nM,6.45,2.5464192668351915,1,Moderately Active,
CHEMBL5169346,38.3,IC50,COc1cc2ncnc3c2cc1OCCOCCOCCOc1cc(Cl)ccc1N3,,nM,7.79,1.5831987739686226,1,Active,
CHEMBL5169349,1709.0,IC50,CC(C)c1cnc(N2CC(C#N)C2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,,nM,5.47,3.232742062720737,0,Weakly Active,
CHEMBL5169450,0.218,IC50,COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,,nM,9.8,-0.6615435063953952,1,Very Active,
CHEMBL5169547,13.7,IC50,C=CC(=O)Nc1ccc2ncnc(Nc3ccc4[nH]ccc4c3)c2c1,,nM,7.86,1.1367205671564067,1,Active,
CHEMBL516979,1.66,IC50,COC[C@H]1Oc2cc3ncnc(Nc4cccc(I)c4)c3cc2O[C@@H]1COC,,nM,8.78,0.22010808804005508,1,Very Active,
CHEMBL5169900,11120.0,IC50,COc1ccc(CCOc2ccc(C(=O)/C=C/c3ccc(O)c(O)c3)cc2OC)cc1OC,,nM,4.95,4.046104787246039,0,Inactive,
